"","HSPP_DW_2155.97","HSPP_DW_2149.95","HSPP_DW_2159.91","HSPP_JY_894.2","HSPP_DW_2158.90","HSPP_DW_2161.93","HSPP_DW_2150.94","HSPP_DW_2157.96","HSPP_DW_2160.92","HSPP_JY_892.1","HSPP_DW_2156.98","Saliva_COVID-19_086","Saliva_COVID-19_078","Saliva_COVID-19_080","Saliva_COVID-19_083","Saliva_COVID-19_085","Saliva_COVID-19_082","Saliva_COVID-19_081","Saliva_COVID-19_087","Saliva_COVID-19_084","Saliva_COVID-19_079"
"Label","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B"
"P35580","-5.102812","-5.102812","-5.102812","-4.403843","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812","-5.102812"
"P35749","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.174572","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507","-5.873507"
"P35754","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-4.609206","-3.302771","-3.647586","-3.909002","-3.472538","-4.609206","-3.910236","-3.641665","-3.466482"
"P35900","-3.473309","-3.473309","-2.774339","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309"
"P35908","-2.924340","-2.833970","-2.303320","-2.771469","-5.126794","-2.727024","-5.126794","-2.692673","-5.126794","-2.800758","-5.126794","-5.126794","-3.944049","-3.781937","-4.427826","-4.087141","-3.951714","-3.410229","-5.126794","-5.126794","-4.246647"
"P36871","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-5.365318","-4.666351","-4.152119","-3.718807","-5.365318","-3.829005","-4.178355","-4.634699","-4.366128","-5.365318"
"P36952","-5.190439","-5.190439","-5.190439","-3.460222","-5.190439","-5.190439","-5.190439","-5.190439","-5.190439","-3.519476","-5.190439","-3.526674","-3.587640","-5.190439","-3.383398","-3.679584","-3.720242","-3.525551","-3.981841","-4.491470","-4.015203"
"P36980","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.735088","-4.036118","-4.735088","-4.735088","-4.735088"
"P37173","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-4.706195","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161","-5.405161"
"P37802","-4.244293","-4.244293","-4.244293","-3.339941","-4.244293","-4.244293","-4.244293","-4.244293","-4.244293","-3.545323","-4.244293","-3.021053","-2.960285","-2.816650","-3.018046","-3.036425","-2.560449","-2.742218","-2.540321","-2.854508","-2.660849"
"P37837","-4.444325","-4.444325","-4.444325","-4.444325","-4.444325","-4.444325","-4.444325","-4.444325","-4.444325","-4.444325","-4.444325","-3.577180","-3.745355","-3.026941","-3.070734","-3.508246","-2.711621","-3.530296","-3.032340","-3.189741","-2.998768"
"P38606","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-4.337809","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778","-5.036778"
"P40121","-5.193140","-5.193140","-5.193140","-5.193140","-5.193140","-5.193140","-5.193140","-5.193140","-5.193140","-3.788052","-5.193140","-4.494172","-3.981175","-3.722139","-3.987753","-4.425274","-3.319810","-4.146302","-3.472254","-3.856891","-3.760901"
"P40189","-5.586020","-5.586020","-5.586020","-4.548060","-5.586020","-5.586020","-5.586020","-5.586020","-5.586020","-4.510323","-5.586020","-5.586020","-4.879426","-5.586020","-5.586020","-4.846490","-4.887060","-5.586020","-5.586020","-5.586020","-5.586020"
"P40227","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-4.096530","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-4.630784","-5.329751","-5.329751","-5.329751"
"P40925","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-5.140140","-3.838392","-4.102263","-4.146059","-4.407490","-3.846033","-4.429457","-4.408713","-4.441171","-5.140140"
"P40926","-5.107459","-5.107459","-5.107459","-3.937982","-5.107459","-5.107459","-5.107459","-5.107459","-5.107459","-3.900319","-5.107459","-3.636463","-3.542527","-4.408490","-5.107459","-5.107459","-3.499023","-3.480434","-3.209715","-3.844239","-3.368029"
"P41218","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-5.225919","-3.754759","-5.225919","-4.232918","-5.225919","-3.795554","-4.526951","-4.050756"
"P42167","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-5.274249","-4.575282"
"P42357","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.188961","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931","-4.887931"
"P42785","-5.317852","-5.317852","-5.317852","-4.122571","-5.317852","-5.317852","-5.317852","-5.317852","-5.317852","-4.084917","-5.317852","-5.317852","-4.612254","-5.317852","-4.618885","-5.317852","-3.578445","-5.317852","-5.317852","-5.317852","-5.317852"
"P43166","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-5.005506","-4.043880","-5.005506","-5.005506","-5.005506","-4.306537","-5.005506","-5.005506"
"P43251","-5.386366","-5.386366","-5.386366","-4.018907","-5.386366","-5.386366","-5.386366","-5.386366","-5.386366","-3.738238","-5.386366","-4.687399","-4.651500","-5.386366","-4.658170","-5.386366","-5.386366","-4.163423","-5.386366","-5.386366","-4.352031"
"P43490","-5.307503","-5.307503","-5.307503","-5.307503","-5.307503","-5.307503","-5.307503","-5.307503","-5.307503","-4.238598","-5.307503","-5.307503","-5.307503","-5.307503","-4.137272","-5.307503","-4.314437","-4.596879","-5.307503","-4.608535","-5.307503"
"P45877","-4.610479","-4.610479","-4.610479","-3.911510","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479","-3.697756","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479","-4.610479"
"P45973","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-3.828537","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507","-4.527507"
"P46734","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-4.463694","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663","-5.162663"
"P46782","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-3.68104","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001","-4.38001"
"P46926","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-5.043543","-3.907104","-4.344573","-4.084231","-5.043543","-5.043543","-5.043543","-5.043543"
"P46940","-5.289711","-5.289711","-5.289711","-4.151257","-5.289711","-5.289711","-5.289711","-5.289711","-5.289711","-4.590743","-5.289711","-5.289711","-5.289711","-4.399899","-3.996496","-4.404063","-3.801260","-4.125112","-3.825475","-4.182435","-4.359519"
"P46976","-5.167362","-5.167362","-5.167362","-5.167362","-5.167362","-5.167362","-5.167362","-5.167362","-5.167362","-3.915495","-5.167362","-5.167362","-5.167362","-4.423543","-5.167362","-5.167362","-4.468393","-5.167362","-4.428990","-5.167362","-4.462307"
"P47755","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-5.079667","-4.380698","-5.079667","-5.079667","-5.079667","-5.079667"
"P47756","-5.020998","-5.020998","-5.020998","-3.849981","-5.020998","-5.020998","-5.020998","-5.020998","-5.020998","-3.988430","-5.020998","-4.094096","-3.882066","-4.322028","-3.286610","-4.025166","-2.904437","-3.746178","-3.327403","-3.213731","-3.758728"
"P47897","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-5.512572","-4.813609","-5.512572","-5.512572","-5.512572","-5.512572"
"P48047","-4.612503","-4.612503","-4.612503","-3.913533","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503","-4.612503"
"P48147","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-5.435092","-4.474566","-5.435092","-4.736127","-5.435092","-5.435092"
"P48163","-5.408931","-5.408931","-5.408931","-4.166470","-5.408931","-5.408931","-5.408931","-5.408931","-5.408931","-5.408931","-5.408931","-4.709965","-4.072065","-5.408931","-5.408931","-5.408931","-4.681728","-5.408931","-5.408931","-4.674689","-4.374688"
"P48594","-4.134825","-4.134825","-4.134825","-3.435855","-4.134825","-4.134825","-4.134825","-4.134825","-4.134825","-3.360414","-4.134825","-4.134825","-4.134825","-4.134825","-4.134825","-4.134825","-3.135210","-2.905763","-3.095771","-4.134825","-2.828121"
"P48637","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-5.293109","-4.259637","-5.293109","-4.594141"
"P48668","-2.866062","-3.844834","-2.120101","-2.688079","-3.844834","-3.145864","-3.844834","-3.111512","-3.844834","-2.946599","-3.844834","-3.844834","-3.844834","-3.844834","-3.844834","-3.844834","-3.844834","-3.844834","-3.844834","-3.844834","-3.844834"
"P48723","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-4.596365","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332"
"P48735","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.202663","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633","-4.901633"
"P49189","-5.345435","-5.345435","-5.345435","-5.345435","-5.345435","-5.345435","-5.345435","-5.345435","-5.345435","-5.345435","-5.345435","-4.646468","-4.309361","-5.345435","-5.345435","-5.345435","-5.345435","-4.599462","-4.578725","-5.345435","-4.612076"
"P49247","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-5.116110","-4.417141","-5.116110","-5.116110","-5.116110","-5.116110"
"P49327","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.983741","-5.284830","-5.983741","-5.983741"
"P49448","-5.03077","-5.03077","-5.03077","-4.33180","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077","-5.03077"
"P49720","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-3.859241","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211","-4.558211"
"P49756","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-5.543019","-4.844057"
"P49788","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-5.090657","-4.391688","-5.090657","-5.090657","-4.073092","-5.090657","-5.090657","-5.090657"
"P49908","-5.232545","-5.232545","-5.232545","-3.865058","-5.232545","-5.232545","-5.232545","-5.232545","-5.232545","-4.128427","-5.232545","-4.533577","-4.497573","-5.232545","-5.232545","-5.232545","-5.232545","-5.232545","-5.232545","-4.498256","-5.232545"
"P49913","-4.813100","-4.813100","-4.813100","-4.813100","-4.813100","-4.813100","-4.813100","-4.813100","-4.813100","-4.813100","-4.813100","-3.882066","-4.813100","-2.933883","-3.551696","-4.114130","-2.950685","-3.437243","-2.884919","-3.106438","-3.002618"
"P50395","-4.755129","-4.755129","-4.755129","-3.756392","-4.755129","-4.755129","-4.755129","-4.755129","-4.755129","-3.455498","-4.755129","-4.755129","-3.786907","-3.828917","-3.229251","-3.686956","-2.882520","-3.952063","-4.056159","-3.524343","-3.663560"
"P50452","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-5.190169","-4.491201"
"P50851","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-5.408931","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796","-6.107796"
"P50897","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.033201","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171","-4.732171"
"P51148","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-4.951713","-3.559831","-4.951713","-3.918329","-3.950821","-4.252744"
"P51149","-4.967622","-4.967622","-4.967622","-4.967622","-4.967622","-4.967622","-4.967622","-4.967622","-4.967622","-3.863470","-4.967622","-4.268653","-4.232696","-4.967622","-4.239276","-4.967622","-3.763211","-4.967622","-3.723768","-3.756243","-3.757136"
"P51665","-4.794687","-4.794687","-4.794687","-4.095717","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687","-4.794687"
"P51888","-4.389063","-4.389063","-4.389063","-3.690093","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063","-4.389063"
"P51993","-5.206767","-5.206767","-5.206767","-3.742321","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-3.801563","-5.206767","-4.507798","-5.206767","-4.133594","-4.177374","-4.438779","-4.479385","-4.159831","-5.206767","-5.206767","-5.206767"
"P52209","-4.665787","-4.665787","-4.665787","-4.665787","-4.665787","-4.665787","-4.665787","-4.665787","-4.665787","-4.665787","-4.665787","-3.205233","-3.185679","-3.961420","-2.926018","-3.488464","-2.985051","-3.288682","-3.966818","-3.239600","-3.398125"
"P52272","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-4.742801","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766","-5.441766"
"P52565","-4.925988","-4.925988","-4.925988","-4.925988","-4.925988","-4.925988","-4.925988","-4.925988","-4.925988","-3.857141","-4.925988","-4.925988","-4.925988","-4.189163","-3.755822","-4.925988","-3.057893","-4.215383","-3.592490","-4.227019","-3.273689"
"P52566","-4.907911","-4.907911","-4.907911","-3.888368","-4.907911","-4.907911","-4.907911","-4.907911","-4.907911","-3.306625","-4.907911","-3.653784","-3.918869","-4.182699","-3.147331","-4.186886","-2.604302","-4.208941","-2.957669","-3.220577","-2.966223"
"P52790","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.189566","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535","-4.888535"
"P52907","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-4.739213","-3.681749","-4.739213","-4.040243","-4.739213","-4.739213"
"P53004","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-4.395666","-5.094635","-5.094635","-5.094635","-5.094635"
"P53602","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-5.206767","-4.507798","-5.206767","-5.206767","-5.206767"
"P53634","-5.317130","-5.317130","-5.317130","-3.007703","-5.317130","-5.317130","-5.317130","-5.317130","-5.317130","-3.434932","-5.317130","-4.618163","-3.883326","-4.067983","-3.986826","-3.947229","-3.548536","-4.094204","-4.550522","-4.583027","-3.981799"
"P53999","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-4.386666","-3.687696","-4.386666","-4.386666"
